label,question
2,хотеть данные номер диспетчер справочный служба
3,отыскивать средство
3,помогать правильно отыскивать средство
1,объяснять че дарить период
1,поделиться понимать обозначать период
1,объяснять понимать дарить период
1,понимать дарить период
1,объяснять че обозначать период
1,понимать давать цифра период
2,информация справка
2,хотеть получать телефон оператор справочный консультация
1,поделиться понимать дарить данные период
4,помогать быстро направлять анкета сотрудник
4,хотеть быстро составлять анкета сотрудник
4,помогать правильно заполнять заявка работа
1,поделиться свидетельствовать цифра период
2,прояснять насчет данные телефон справочный служба
4,позволять подавать заявка работа
3,помогать подыскивать товар
3,желать точно товар
2,мочь узнавать номерок справка
3,хотеть правильно разбирать лекарство
1,че использовать период сайт
1,рассказывать использовать период сайт
1,рассказывать период
2,информация номер оператор справка
1,использовать период сайт
1,период
2,номерок справочный служба
3,посоветовать находить лекарство
1,значить период сайт
3,посоветовать подбирать средство
3,точно находить товар
2,помогать находить информация номер справка
3,находить медикамент
3,помогать точно присматривать продукт
2,информация оператор справка
4,хотеть заполнять заявка работа
1,че давать период сайт
2,рассказывать номер телефон справочный консультация
2,номер справочный служба
4,хотеть подавать анкета
4,точно набросать анкета сотрудник
4,хотеть написать резюме
3,желать точно разбирать медикамент
4,правильно подавать заявка работа
2,хотеть номер оператор справка
3,правильно товар
2,мочь узнавать информация номер справочный служба
1,прояснять обозначать цифра период
3,посоветовать разбирать лекарство
4,хотеть точно набросать анкета сотрудник
1,рассказывать че период
1,давать период карта
3,хотеть разбирать лекарство
4,хотеть придумывать анкета сотрудник
4,мочь набросать заявка пост
3,помогать выбирать средство
2,мочь находить информация номер оператор справка
1,объяснять дарить данные период
3,подыскивать товар
3,помогать находить товар
3,хотеть правильно находить лекарство
4,хотеть составлять заявка должность
3,посоветовать правильно выбирать средство
3,хотеть находить продукт
2,находить номер оператор справка
1,че обозначать период сайт
3,посоветовать правильно выбирать средство
2,хотеть связываться оператор справочный служба
1,прояснять че обозначать данный период
1,использовать период карта
2,находить телефон оператор справочный консультация
1,што свидетельствовать период
3,хотеть отыскивать лекарство
4,помогать точно направлять анкета сотрудник
1,объяснять понимать период
3,хотеть находить товар
2,взять номерок справочный служба
2,насчет телефон справка
1,приносить период сайт
3,посоветовать точно отыскивать товар
4,хотеть точно направлять резюме
3,помогать правильно находить товар
4,оставлять анкета
4,желать точно подавать анкета сотрудник
3,подбирать товар
1,прояснять цифра период
3,желать подыскивать медикамент
3,хотеть правильно подбирать продукт
2,хотеть номер телефон справочный консультация
2,мочь дозваниваться данные телефон оператор справка
3,посоветовать правильно подбирать лекарство
2,знать информация справочный служба
3,хотеть выбирать средство
3,посоветовать правильно подыскивать лекарство
3,помогать отыскивать товар
2,номер справка
3,желать выбирать лекарство
4,желать правильно оставлять заявка пост
2,рассказывать номер оператор справочный консультация
1,использовать период карта
2,объяснять взять номер справочный служба
4,правильно набросать анкета сотрудник
1,значить период карта
4,желать заполнять заявка пост
3,хотеть точно присматривать товар
1,прояснять данные период
1,объяснять обозначать цифра период
3,точно подыскивать товар
2,давать информация справочный служба
2,находить данный номер справочный служба
4,точно набросать анкета
1,использовать период сайт
3,желать присматривать средство
2,информация номер диспетчер справочный служба
3,лекарство
3,помогать выбирать лекарство
3,желать лекарство
1,че давать период
2,написать информация номер справочный служба
4,мочь быстро набросать анкета сотрудник
1,польза значить период сайт
4,мочь точно заполнять резюме
1,непонятно понимать дарить период
1,че значить период сайт
2,взять номер справочный служба
4,хотеть быстро набирать анкета сотрудник
4,желать оформлять заявка работа
4,позволять точно придумывать заявка должность
2,мочь узнавать информация диспетчер справка
4,мочь правильно придумывать заявка пост
1,обозначать период карта
3,посоветовать точно разбирать продукт
3,помогать правильно разбирать средство
4,помогать оформлять анкета
3,выбирать средство
1,служить данные период
1,приносить период карта
3,желать присматривать медикамент
2,насчет телефон справка
3,посоветовать медикамент
4,позволять правильно оставлять анкета
4,помогать набирать резюме
2,взять телефон оператор справочный консультация
3,помогать правильно выбирать медикамент
2,насчет данные телефон справочный служба
3,посоветовать подыскивать лекарство
4,позволять правильно набирать заявка работа
1,объяснять че свидетельствовать период
4,придумывать резюме
1,поделиться дарить цифра период
1,польза приносить период сайт
4,помогать подавать заявка пост
2,номер справка
3,помогать правильно присматривать товар
2,мочь находить информация справочный служба
2,помогать находить информация справочный служба
3,правильно подыскивать товар
3,желать правильно разбирать лекарство
4,позволять правильно подавать заявка должность
2,подсказывать телефон справочный консультация
2,хотеть данный номер диспетчер справка
2,знать связываться справочный служба
3,помогать правильно подыскивать лекарство
4,желать заполнять анкета сотрудник
2,откуда данный номер справка
4,позволять быстро придумывать анкета сотрудник
4,позволять точно оформлять заявка работа
1,объяснять свидетельствовать период
4,составлять заявка работа
1,рассказывать служить период
2,мочь узнавать номер оператор справочный служба
1,просвещать период
4,быстро придумывать анкета
1,поделиться дарить период
3,правильно находить товар
2,затруднение номер справочный служба
1,прояснять свидетельствовать период
1,што использовать период сайт
2,объяснять взять номер телефон оператор справка
2,данный номер оператор справочный служба
3,посоветовать разбирать медикамент
2,прояснять насчет номер справка
2,мочь дозваниваться данный номер справка
1,непонятно дарить цифра период
2,данный номер справочный информация
3,посоветовать правильно лекарство
1,прояснять свидетельствовать цифра период
1,непонятно обозначать период
3,посоветовать точно продукт
1,поделиться дарить цифра период
2,объяснять взять информация справочный информация
3,точно выбирать медикамент
2,мочь узнавать номерок оператор справка
1,рассказывать че давать цифра период
1,што приносить период сайт
1,смысл давать период карта
3,точно находить медикамент
3,правильно подбирать медикамент
4,помогать написать заявка работа
1,поделиться служить цифра период
1,объяснять обозначать период
2,информация оператор справочный служба
3,хотеть присматривать товар
4,мочь подавать анкета
3,помогать подбирать продукт
3,помогать товар
2,мочь дозваниваться телефон справочный служба
1,просвещать свидетельствовать период
2,давать номер телефон справочный консультация
1,прояснять што свидетельствовать цифра период
2,мочь дозваниваться телефон справка
4,позволять быстро оставлять заявка должность
3,отыскивать товар
1,просвещать данные период
1,прояснять дарить цифра период
4,желать придумывать резюме
1,просвещать понимать обозначать период
3,помогать точно подыскивать товар
4,позволять правильно придумывать анкета сотрудник
3,хотеть выбирать медикамент
1,значить период карта
2,номерок оператор справка
2,вывести номер справочный служба
4,помогать придумывать резюме
4,хотеть быстро написать анкета сотрудник
1,че дарить цифра период
4,желать быстро набирать заявка работа
1,объяснять понимать период
2,написать номер справочный служба
2,данный номер справочный служба
3,помогать точно подбирать продукт
1,свидетельствовать данные период
3,хотеть точно продукт
4,желать придумывать анкета
4,желать правильно оставлять заявка должность
3,помогать выбирать медикамент
4,точно набросать заявка должность
1,прояснять што давать период
3,посоветовать находить товар
3,желать разбирать медикамент
2,мочь узнавать данный номер оператор справка
3,хотеть точно присматривать медикамент
4,позволять точно написать резюме
4,позволять быстро набросать заявка должность
4,позволять подавать анкета
1,прояснять служить период
2,мочь находить связываться справка
2,насчет номер телефон справка
3,хотеть точно разбирать лекарство
3,отыскивать средство
3,желать разбирать лекарство
4,позволять написать заявка работа
2,мочь узнавать номер диспетчер справочный служба
4,желать правильно заполнять заявка работа
3,посоветовать разбирать продукт
3,желать точно разбирать товар
2,давать информация номер справочный служба
4,желать подавать заявка работа
4,помогать правильно подавать анкета
3,посоветовать присматривать лекарство
1,обозначать период сайт
1,прояснять че давать период
1,просвещать свидетельствовать период
1,смысл использовать период карта
4,помогать точно придумывать резюме
2,желать информация номер справка
2,связываться оператор справочный служба
4,помогать набросать резюме
1,объяснять служить данные период
2,вывести номер оператор справочный служба
1,прояснять свидетельствовать цифра период
3,медикамент
4,желать точно направлять заявка пост
2,хотеть номер телефон справочный консультация
1,обозначать данный период
1,че давать период сайт
3,хотеть находить средство
4,позволять составлять анкета
2,знать номерок справочный служба
2,мочь находить данные номер оператор справка
3,желать находить товар
1,че значить период сайт
3,хотеть правильно выбирать лекарство
4,помогать набирать анкета сотрудник
3,посоветовать правильно средство
4,хотеть составлять анкета сотрудник
1,рассказывать понимать обозначать данный период
4,позволять точно направлять резюме
1,просвещать че дарить цифра период
2,подсказывать номер справочный консультация
1,непонятно што дарить период
2,написать номер справка
4,желать направлять резюме
4,хотеть составлять резюме
2,насчет информация справочный служба
4,позволять заполнять заявка пост
3,правильно присматривать продукт
1,че использовать период сайт
1,рассказывать че обозначать период
4,оформлять анкета
4,правильно придумывать заявка работа
3,желать точно присматривать средство
4,помогать правильно заполнять заявка пост
1,объяснять давать период карта
2,желать информация номер диспетчер справка
3,посоветовать правильно подбирать медикамент
4,помогать заполнять заявка должность
4,хотеть правильно подавать анкета
2,желать данный номер оператор справочный служба
2,информация номер оператор справочный служба
3,посоветовать точно товар
4,хотеть правильно составлять анкета сотрудник
3,отыскивать средство
2,хотеть номерок справочный служба
2,желать номерок оператор справка
2,мочь находить данный номер справка
1,што значить период сайт
4,мочь правильно набросать заявка работа
3,правильно находить лекарство
2,насчет данный номер справочный служба
4,хотеть быстро написать анкета
4,помогать быстро набросать заявка пост
3,помогать находить продукт
1,поделиться че данные период
2,хотеть данные номер диспетчер справка
1,што значить период карта
3,посоветовать точно находить средство
1,просвещать понимать давать период
4,мочь составлять резюме
4,хотеть составлять заявка пост
3,помогать присматривать лекарство
3,желать точно подыскивать лекарство
2,информация номер оператор справка
3,правильно подбирать продукт
1,прояснять понимать свидетельствовать цифра период
3,помогать точно отыскивать продукт
4,позволять оставлять резюме
1,объяснять использовать период сайт
3,желать разбирать медикамент
1,непонятно понимать давать цифра период
2,телефон оператор справка
3,хотеть точно присматривать продукт
2,находить связываться справка
3,посоветовать точно подбирать медикамент
1,объяснять понимать давать период
3,желать правильно выбирать медикамент
4,мочь правильно подавать анкета
2,хотеть информация оператор справочный служба
4,помогать правильно заполнять анкета
3,точно присматривать лекарство
2,желать номерок справка
3,подбирать лекарство
3,помогать находить товар
1,объяснять давать период
3,желать товар
4,хотеть подавать заявка работа
4,хотеть быстро оформлять анкета
2,хотеть получать номер справочный консультация
1,поделиться што обозначать период
3,помогать отыскивать медикамент
2,номерок справка
1,использовать период карта
1,смысл обозначать период сайт
1,период
4,помогать написать резюме
1,объяснять использовать период карта
4,позволять правильно оставлять анкета сотрудник
4,помогать точно подавать заявка работа
2,подсказывать номер справочный консультация
4,правильно заполнять заявка пост
1,объяснять понимать служить период
1,непонятно што служить цифра период
1,просвещать што данные период
2,неясность номер справочный служба
1,непонятно че дарить данные период
1,использовать период карта
3,помогать точно выбирать медикамент
1,просвещать обозначать данный период
4,позволять набросать резюме
2,желать номерок оператор справочный служба
1,непонятно свидетельствовать цифра период
4,желать заполнять резюме
2,прояснять насчет телефон справка
3,хотеть подбирать продукт
2,знать номер справочный служба
1,че обозначать период сайт
2,откуда информация номер справка
1,объяснять че обозначать цифра период
3,желать правильно подбирать продукт
1,значить период карта
4,помогать быстро подавать заявка пост
4,желать быстро придумывать заявка пост
2,номерок диспетчер справка
3,посоветовать подбирать продукт
4,желать набирать анкета
2,номер справка
1,прояснять што свидетельствовать период
4,помогать оформлять анкета сотрудник
2,находить связываться справка
3,желать правильно товар
4,мочь набирать заявка должность
1,просвещать че давать цифра период
2,мочь дозваниваться телефон оператор справка
2,информация номер диспетчер справочный служба
3,хотеть точно отыскивать продукт
1,понимать свидетельствовать период
3,помогать правильно отыскивать лекарство
2,хотеть информация диспетчер справка
4,хотеть правильно составлять анкета
3,хотеть выбирать лекарство
1,понимать дарить цифра период
2,данный номер диспетчер справка
1,че значить период карта
2,данный номер диспетчер справка
1,польза приносить период карта
1,што обозначать период карта
1,рассказывать служить данные период
2,объяснять взять номер телефон справка
2,хотеть связываться оператор справочный служба
1,што обозначать период карта
4,мочь точно направлять заявка пост
2,мочь находить номер справка
1,понимать цифра период
3,посоветовать выбирать лекарство
1,непонятно обозначать период
1,че приносить период сайт
2,желать информация оператор справочный служба
2,номерок диспетчер справка
3,разбирать медикамент
1,поделиться свидетельствовать период
4,позволять правильно набросать заявка работа
1,объяснять обозначать данный период
1,непонятно дарить период
1,прояснять давать данный период
4,желать правильно набросать заявка должность
4,мочь правильно заполнять заявка пост
3,хотеть находить средство
1,прояснять дарить период
1,че период
1,обозначать период сайт
2,мочь находить информация справка
3,посоветовать правильно подбирать товар
2,помогать находить номер справка
2,мочь находить данные номер оператор справочный служба
3,точно средство
2,мочь дозваниваться номер справочный информация
2,проблема номер телефон справка
1,прояснять свидетельствовать данные период
2,взять давать номер справочный служба
1,непонятно што дарить период
1,объяснять че период
2,мочь находить информация номер справка
1,свидетельствовать данные период
1,просвещать че служить цифра период
3,точно присматривать товар
2,давать номер справочный служба
3,желать отыскивать лекарство
3,хотеть правильно подыскивать продукт
2,хотеть связываться справка
1,рассказывать че обозначать цифра период
2,хотеть информация диспетчер справочный служба
3,желать правильно разбирать медикамент
4,мочь правильно набросать анкета сотрудник
4,хотеть точно набирать заявка должность
4,хотеть точно оставлять заявка должность
1,непонятно дарить период
3,посоветовать правильно находить медикамент
3,помогать точно находить медикамент
1,смысл использовать период карта
2,номерок диспетчер справка
4,хотеть быстро заполнять заявка должность
4,мочь быстро направлять заявка работа
1,поделиться че обозначать период
2,мочь находить информация номер диспетчер справочный служба
2,насчет данные телефон справочный информация
2,информация номер справочный служба
2,хотеть телефон оператор справочный консультация
3,посоветовать точно отыскивать товар
1,приносить период карта
3,посоветовать находить средство
4,мочь подавать анкета
3,помогать находить продукт
1,прояснять че дарить период
1,свидетельствовать цифра период
4,желать быстро набирать анкета
4,помогать быстро направлять заявка работа
2,объяснять взять давать номер справка
4,желать набирать анкета сотрудник
2,мочь узнавать номерок оператор справка
1,непонятно што период
3,точно находить лекарство
1,прояснять че свидетельствовать данные период
1,че обозначать период карта
1,рассказывать обозначать период сайт
2,номерок справка
2,подсказывать связываться справочный служба
4,позволять быстро заполнять резюме
2,подсказывать телефон оператор справочный консультация
3,находить средство
2,насчет номер справочный информация
3,точно лекарство
4,позволять точно направлять анкета сотрудник
4,помогать заполнять резюме
3,хотеть точно выбирать товар
3,хотеть точно присматривать средство
1,просвещать понимать давать данный период
4,помогать правильно набросать заявка должность
2,номер оператор справочный служба
4,мочь точно направлять анкета
2,мочь находить данный номер диспетчер справочный служба
2,давать связываться справочный служба
1,поделиться обозначать цифра период
2,хотеть номерок справка
4,желать правильно оформлять заявка работа
1,непонятно понимать дарить цифра период
3,хотеть точно присматривать лекарство
4,мочь быстро составлять резюме
3,помогать подыскивать медикамент
2,мочь дозваниваться данный номер оператор справка
1,непонятно што свидетельствовать данные период
1,значить период сайт
2,номер диспетчер справочный служба
3,желать подыскивать лекарство
1,рассказывать што данные период
1,объяснять понимать дарить данные период
4,желать оставлять анкета
4,хотеть точно оставлять анкета сотрудник
3,посоветовать разбирать лекарство
1,рассказывать дарить период
4,хотеть оформлять анкета
3,посоветовать правильно находить продукт
3,посоветовать подыскивать средство
2,желать номер оператор справка
2,хотеть информация номер справочный служба
4,помогать правильно набросать резюме
3,отыскивать лекарство
4,быстро набросать заявка пост
3,хотеть точно разбирать средство
4,быстро написать анкета сотрудник
2,желать номерок диспетчер справочный служба
1,че значить период карта
2,давать номер справочный консультация
3,правильно разбирать лекарство
4,помогать точно оформлять резюме
4,желать правильно придумывать заявка работа
3,хотеть точно разбирать лекарство
4,помогать правильно составлять анкета
3,помогать точно выбирать продукт
3,посоветовать товар
1,што давать период сайт
3,желать точно разбирать продукт
3,посоветовать точно находить товар
3,желать правильно отыскивать средство
2,подсказывать номер справка
3,медикамент
4,помогать заполнять анкета
1,смысл значить период карта
2,данный номер диспетчер справка
4,помогать правильно направлять заявка пост
4,точно направлять резюме
3,хотеть отыскивать продукт
4,желать точно оставлять анкета
1,прояснять че давать цифра период
2,помогать находить номер справка
1,дарить период
4,помогать набирать заявка должность
3,желать находить средство
4,позволять направлять анкета сотрудник
2,связываться диспетчер справка
1,объяснять че обозначать период
4,желать набросать заявка работа
2,написать информация справка
2,мочь узнавать информация оператор справочный служба
3,хотеть точно подбирать медикамент
2,мочь находить связываться диспетчер справочный служба
1,што давать период карта
1,поделиться че свидетельствовать период
2,мочь находить номерок диспетчер справочный служба
1,че давать период
1,приносить период карта
1,объяснять што период
2,прояснять насчет номер телефон справочный информация
4,заполнять анкета
2,желать номерок диспетчер справочный служба
4,мочь быстро составлять заявка должность
1,непонятно че служить период
3,хотеть правильно присматривать средство
2,информация справочный служба
1,рассказывать давать период сайт
1,объяснять дарить данные период
4,правильно направлять анкета
3,желать подбирать продукт
1,польза использовать период карта
3,помогать точно выбирать средство
2,затруднение телефон справка
1,свидетельствовать цифра период
4,быстро написать анкета
4,мочь правильно написать заявка должность
3,помогать разбирать средство
4,позволять точно составлять резюме
4,желать подавать анкета сотрудник
4,помогать быстро составлять заявка работа
3,желать подбирать товар
1,рассказывать давать данный период
2,насчет номер справка
2,мочь узнавать номерок диспетчер справочный служба
3,посоветовать отыскивать продукт
2,хотеть номерок оператор справка
4,мочь правильно оставлять заявка должность
2,вывести телефон оператор справка
1,непонятно давать данный период
1,што свидетельствовать данные период
2,мочь дозваниваться номер телефон справка
2,подсказывать номер справочный консультация
1,объяснять приносить период сайт
4,помогать заполнять заявка пост
4,хотеть набросать заявка пост
3,посоветовать подбирать лекарство
2,прояснять насчет номер телефон справка
2,мочь узнавать информация номер диспетчер справка
4,желать направлять заявка пост
4,желать быстро набросать заявка пост
1,поделиться давать период
4,хотеть точно набросать заявка должность
1,объяснять использовать период сайт
2,данный номер диспетчер справочный служба
1,непонятно понимать давать период
2,информация оператор справка
1,просвещать понимать служить цифра период
4,желать направлять заявка пост
3,хотеть правильно находить лекарство
2,хотеть номер диспетчер справочный служба
2,вывести номер справка
4,правильно написать заявка пост
1,че дарить период
2,номерок справочный служба
2,номерок оператор справка
1,поделиться обозначать период
1,объяснять обозначать период
4,мочь подавать анкета сотрудник
4,помогать точно составлять заявка работа
4,хотеть написать заявка должность
3,посоветовать точно разбирать средство
1,непонятно че обозначать данный период
4,точно составлять анкета
2,объяснять взять информация справка
4,точно заполнять резюме
3,посоветовать правильно присматривать лекарство
2,хотеть данный номер справочный служба
1,че давать период карта
3,точно разбирать товар
4,позволять быстро написать заявка работа
4,позволять правильно заполнять резюме
3,хотеть разбирать средство
1,просвещать дарить период
1,цифра период
2,связываться справочный служба
3,хотеть отыскивать продукт
1,непонятно обозначать данный период
4,хотеть быстро направлять заявка работа
4,позволять точно заполнять резюме
3,посоветовать правильно отыскивать лекарство
2,насчет информация справка
4,хотеть точно набросать заявка работа
1,значить период сайт
3,желать находить средство
4,желать правильно набросать анкета сотрудник
4,мочь правильно набросать заявка пост
3,хотеть точно отыскивать медикамент
4,помогать быстро набросать резюме
1,че использовать период карта
2,хотеть телефон справочный консультация
3,помогать присматривать лекарство
1,рассказывать понимать служить цифра период
4,помогать правильно написать анкета сотрудник
2,знать номер справочный служба
2,информация справочный служба
3,помогать подбирать медикамент
4,точно оформлять резюме
2,находить номер телефон справочный консультация
4,мочь быстро набирать анкета сотрудник
1,прояснять давать период
1,прояснять што свидетельствовать данные период
3,продукт
2,взять телефон оператор справочный консультация
4,хотеть составлять заявка работа
1,обозначать цифра период
1,непонятно понимать служить период
1,непонятно што служить период
4,мочь набирать заявка работа
1,служить период
3,посоветовать точно подыскивать средство
3,хотеть точно подыскивать средство
2,номерок справочный служба
1,поделиться што дарить цифра период
2,взять информация номер справка
4,помогать правильно придумывать заявка работа
1,объяснять значить период карта
2,данный номер справочный служба
4,помогать придумывать заявка должность
3,помогать подыскивать средство
2,помогать находить номерок справочный служба
3,хотеть правильно продукт
3,хотеть разбирать медикамент
1,обозначать период карта
2,мочь дозваниваться телефон справочный служба
4,хотеть точно подавать анкета сотрудник
1,поделиться че свидетельствовать данные период
4,позволять точно составлять заявка работа
4,помогать быстро подавать заявка работа
1,объяснять че служить данные период
2,желать информация номер диспетчер справка
